583,453,613,904,1
448,220,469,367,1
408,197,421,533,1
378,165,393,534,1
349,166,365,533,1
323,168,336,532,1
295,166,309,533,1
266,167,280,533,1
240,170,252,534,1
209,166,224,466,1
183,195,197,535,1
152,166,168,334,1
125,224,141,295,1
124,378,139,464,1
534,795,559,877,1
463,595,478,663,1
433,594,450,692,1
405,592,421,690,1
462,874,477,904,1
435,831,449,902,1
407,822,422,902,1
377,590,393,691,1
350,586,365,691,1
322,589,337,692,1
295,591,308,689,1
265,590,280,663,1
379,822,393,902,1
350,820,365,903,1
320,835,337,902,1
293,848,308,903,1
265,871,280,904,1
238,589,252,920,1
209,562,222,831,1
181,590,197,680,1
182,774,195,888,1
152,591,167,636,1
126,592,141,635,1
154,793,167,876,1
123,789,140,875,1
300,134,503,147,2
117,131,151,147,2
358,944,436,958,2
