593,542,618,901,1
564,527,579,904,1
543,526,556,904,1
522,527,536,859,1
485,549,500,586,1
496,600,510,902,1
475,600,488,905,1
451,531,463,650,1
433,528,446,640,1
437,665,462,894,1
391,718,404,774,1
342,715,362,886,1
315,755,329,841,1
259,757,270,842,1
201,756,213,821,1
303,755,313,843,1
288,756,299,843,1
275,756,287,842,1
244,755,256,842,1
229,757,244,843,1
218,755,228,842,1
356,334,369,421,1
335,334,352,433,1
320,335,332,421,1
305,334,319,393,1
215,229,337,251,2
212,277,341,308,2
190,389,360,404,2
197,456,343,466,2
200,507,371,519,2
235,714,296,728,2
216,730,315,741,2
223,855,306,869,2
243,870,286,886,2
231,927,369,940,2
