640,785,662,877,1
581,234,599,525,1
548,196,567,580,1
516,196,535,578,1
390,198,407,578,1
356,196,375,578,1
293,195,312,580,1
579,611,599,993,1
551,611,568,991,1
520,613,542,991,1
491,609,512,988,1
461,607,483,900,1
432,611,454,989,1
405,609,425,992,1
374,610,395,989,1
345,609,367,975,1
287,609,306,745,1
259,609,279,992,1
227,610,249,992,1
197,610,219,969,1
169,286,185,723,1
638,314,664,578,1
422,200,438,579,1
262,198,280,485,1
229,198,246,578,1
196,196,216,575,1
486,200,501,581,1
454,198,471,579,1
325,196,342,581,1
317,609,337,991,1
