664,245,677,343,1
665,371,680,678,1
591,268,623,568,1
537,158,555,534,1
504,152,522,535,1
472,152,490,531,1
439,152,457,531,1
408,156,425,533,1
376,152,394,535,1
345,156,362,534,1
313,155,330,535,1
281,156,297,533,1
249,154,266,533,1
217,155,236,535,1
186,154,203,533,1
150,154,171,383,1
664,754,680,770,1
598,763,616,831,1
537,567,554,943,1
504,566,522,942,1
472,567,490,945,1
441,567,458,942,1
408,566,427,943,1
376,564,396,943,1
345,563,362,945,1
314,568,331,942,1
281,564,301,942,1
250,566,269,943,1
220,567,237,942,1
186,564,205,942,1
152,567,172,735,1
